x,y,F1,F2
    0.9700840484E+00,    0.1335890337E+00,    0.1309940524E-11,    0.4575953258E-05
    0.9700840484E+00,    0.1377262445E+00,    0.1159482880E-11,    0.4305146754E-05
    0.9700840484E+00,    0.1419915834E+00,    0.1026306327E-11,    0.4050366221E-05
    0.9700840484E+00,    0.1463890185E+00,    0.9084260375E-12,    0.3810663282E-05
    0.9700840484E+00,    0.1509226409E+00,    0.8040851467E-12,    0.3585145680E-05
    0.9700840484E+00,    0.1555966681E+00,    0.7117285757E-12,    0.3372973960E-05
    0.9700840484E+00,    0.1604154485E+00,    0.6299798535E-12,    0.3173358344E-05
    0.9700840484E+00,    0.1653834650E+00,    0.5576206036E-12,    0.2985555791E-05
    0.9700840484E+00,    0.1705053394E+00,    0.4935723862E-12,    0.2808867230E-05
    0.9700840484E+00,    0.1757858367E+00,    0.4368806254E-12,    0.2642634960E-05
    0.9700840484E+00,    0.1812298693E+00,    0.3867003839E-12,    0.2486240199E-05
    0.9700840484E+00,    0.1868425019E+00,    0.3422837695E-12,    0.2339100785E-05
    0.9700840484E+00,    0.1926289561E+00,    0.3029687899E-12,    0.2200669005E-05
    0.9700840484E+00,    0.1985946149E+00,    0.2681694859E-12,    0.2070429560E-05
    0.9700840484E+00,    0.2047450282E+00,    0.2373671996E-12,    0.1947897642E-05
    0.9700840484E+00,    0.2110859180E+00,    0.2101028436E-12,    0.1832617135E-05
    0.9700840484E+00,    0.2176231832E+00,    0.1859700597E-12,    0.1724158915E-05
    0.9700840484E+00,    0.2243629054E+00,    0.1646091624E-12,    0.1622119250E-05
    0.9700840484E+00,    0.2313113547E+00,    0.1457017782E-12,    0.1526118302E-05
    0.9700840484E+00,    0.2384749954E+00,    0.1289661011E-12,    0.1435798710E-05
    0.9700840484E+00,    0.2458604917E+00,    0.1141526922E-12,    0.1350824261E-05
    0.9700840484E+00,    0.2534747146E+00,    0.1010407626E-12,    0.1270878637E-05
    0.9700840484E+00,    0.2613247476E+00,    0.8943488223E-13,    0.1195664239E-05
    0.9700840484E+00,    0.2694178936E+00,    0.7916206783E-13,    0.1124901082E-05
    0.9700840484E+00,    0.2777616819E+00,    0.7006920441E-13,    0.1058325747E-05
    0.9700840484E+00,    0.2863638747E+00,    0.6202076342E-13,    0.9956904032E-06
    0.9700840484E+00,    0.2952324747E+00,    0.5489678280E-13,    0.9367618877E-06
    0.9700840484E+00,    0.3043757325E+00,    0.4859107907E-13,    0.8813208346E-06
    0.9700840484E+00,    0.3138021542E+00,    0.4300966480E-13,    0.8291608595E-06
    0.9700840484E+00,    0.3235205092E+00,    0.3806934779E-13,    0.7800877918E-06
    0.9700840484E+00,    0.3335398386E+00,    0.3369649118E-13,    0.7339189510E-06
    0.9700840484E+00,    0.3438694635E+00,    0.2982591593E-13,    0.6904824675E-06
    0.9700840484E+00,    0.3545189937E+00,    0.2639992939E-13,    0.6496166425E-06
    0.9700840484E+00,    0.3654983366E+00,    0.2336746547E-13,    0.6111693462E-06
    0.9700840484E+00,    0.3768177062E+00,    0.2068332347E-13,    0.5749974514E-06
    0.9700840484E+00,    0.3884876333E+00,    0.1830749443E-13,    0.5409663011E-06
    0.9700840484E+00,    0.4005189743E+00,    0.1620456481E-13,    0.5089492068E-06
    0.9700840484E+00,    0.4129229222E+00,    0.1434318870E-13,    0.4788269774E-06
    0.9700840484E+00,    0.4257110165E+00,    0.1269562055E-13,    0.4504874750E-06
    0.9700840484E+00,    0.4388951541E+00,    0.1123730172E-13,    0.4238251981E-06
    0.9700840484E+00,    0.4524876003E+00,    0.9946494355E-14,    0.3987408885E-06
    0.9700840484E+00,    0.4665010004E+00,    0.8803957471E-14,    0.3751411619E-06
    0.9700840484E+00,    0.4809483911E+00,    0.7792660111E-14,    0.3529381603E-06
    0.9700840484E+00,    0.4958432130E+00,    0.6897527525E-14,    0.3320492249E-06
    0.9700840484E+00,    0.5111993229E+00,    0.6105216481E-14,    0.3123965888E-06
    0.9700840484E+00,    0.5270310067E+00,    0.5403916377E-14,    0.2939070870E-06
    0.9700840484E+00,    0.5433529929E+00,    0.4783173209E-14,    0.2765118844E-06
    0.9700840484E+00,    0.5601804658E+00,    0.4233733748E-14,    0.2601462194E-06
    0.9700840484E+00,    0.5775290804E+00,    0.3747407621E-14,    0.2447491629E-06
    0.9700840484E+00,    0.5954149761E+00,    0.3316945229E-14,    0.2302633915E-06
    0.9700840484E+00,    0.6138547925E+00,    0.2935929688E-14,    0.2166349744E-06
    0.9700840484E+00,    0.6328656843E+00,    0.2598681186E-14,    0.2038131719E-06
    0.9700840484E+00,    0.6524653374E+00,    0.2300172318E-14,    0.1917502475E-06
    0.9700840484E+00,    0.6726719857E+00,    0.2035953150E-14,    0.1804012894E-06
    0.9700840484E+00,    0.6935044276E+00,    0.1802084894E-14,    0.1697240439E-06
    0.9700840484E+00,    0.7149820438E+00,    0.1595081187E-14,    0.1596787576E-06
    0.9700840484E+00,    0.7371248150E+00,    0.1411856141E-14,    0.1502280302E-06
    0.9700840484E+00,    0.7599533409E+00,    0.1249678312E-14,    0.1413366739E-06
    0.9700840484E+00,    0.7834888592E+00,    0.1106130052E-14,    0.1329715857E-06
    0.9700840484E+00,    0.8077532652E+00,    0.9790713314E-15,    0.1251016160E-06
    0.9700840484E+00,    0.8327691323E+00,    0.8666081541E-15,    0.1176974739E-06
    0.9700840484E+00,    0.8585597329E+00,    0.7670636036E-15,    0.1107315663E-06
    0.9700840484E+00,    0.8851490605E+00,    0.6789544033E-15,    0.1041780133E-06
    0.9700840484E+00,    0.9125618512E+00,    0.6009656679E-15,    0.9801230020E-07
    0.9700840484E+00,    0.9408236075E+00,    0.5319395875E-15,    0.9221190257E-07
    0.9700840484E+00,    0.9699606216E+00,    0.4708425649E-15,    0.8675481961E-07
