x,y,sdr,tke
 9.701266289E-01, 7.149577886E-02, 6.925124296E-08, 4.955710842E-10
 9.701266289E-01, 7.370998710E-02, 6.925142060E-08, 4.955725275E-10
 9.701266289E-01, 7.599275559E-02, 6.925160534E-08, 4.955739707E-10
 9.701266289E-01, 7.834623009E-02, 6.925179719E-08, 4.955754696E-10
 9.701266289E-01, 8.077258617E-02, 6.925199614E-08, 4.955769684E-10
 9.701266289E-01, 8.327408880E-02, 6.925220220E-08, 4.955785227E-10
 9.701266289E-01, 8.585306257E-02, 6.925240825E-08, 4.955801880E-10
 9.701266289E-01, 8.851190656E-02, 6.925262142E-08, 4.955818533E-10
 9.701266289E-01, 9.125309438E-02, 6.925284168E-08, 4.955835187E-10
 9.701266289E-01, 9.407917410E-02, 6.925307616E-08, 4.955852950E-10
 9.701266289E-01, 9.699277580E-02, 6.925330354E-08, 4.955870714E-10
 9.701266289E-01, 9.999661148E-02, 6.925353802E-08, 4.955889032E-10
 9.701266289E-01, 1.030934751E-01, 6.925378671E-08, 4.955907906E-10
 9.701266289E-01, 1.062862501E-01, 6.925403540E-08, 4.955927890E-10
 9.701266289E-01, 1.095779017E-01, 6.925429830E-08, 4.955947874E-10
 9.701266289E-01, 1.129714921E-01, 6.925456830E-08, 4.955968969E-10
 9.701266289E-01, 1.164701879E-01, 6.925483831E-08, 4.955989508E-10
 9.701266289E-01, 1.200772300E-01, 6.925512253E-08, 4.956011157E-10
 9.701266289E-01, 1.237959862E-01, 6.925540674E-08, 4.956033361E-10
 9.701266289E-01, 1.276299059E-01, 6.925571228E-08, 4.956056676E-10
 9.701266289E-01, 1.315825731E-01, 6.925601070E-08, 4.956080546E-10
 9.701266289E-01, 1.356576383E-01, 6.925632334E-08, 4.956104416E-10
 9.701266289E-01, 1.398589164E-01, 6.925664309E-08, 4.956129396E-10
 9.701266289E-01, 1.441902965E-01, 6.925696994E-08, 4.956154931E-10
 9.701266289E-01, 1.486558318E-01, 6.925731100E-08, 4.956181021E-10
 9.701266289E-01, 1.532596499E-01, 6.925765206E-08, 4.956207666E-10
 9.701266289E-01, 1.580060571E-01, 6.925801443E-08, 4.956234867E-10
 9.701266289E-01, 1.628994495E-01, 6.925838392E-08, 4.956263178E-10
 9.701266289E-01, 1.679444015E-01, 6.925875340E-08, 4.956292043E-10
 9.701266289E-01, 1.731455922E-01, 6.925913709E-08, 4.956322019E-10
 9.701266289E-01, 1.785078496E-01, 6.925952789E-08, 4.956351995E-10
 9.701266289E-01, 1.840361804E-01, 6.925993290E-08, 4.956383637E-10
 9.701266289E-01, 1.897357255E-01, 6.926034501E-08, 4.956415278E-10
 9.701266289E-01, 1.956117898E-01, 6.926077134E-08, 4.956448030E-10
 9.701266289E-01, 2.016698271E-01, 6.926120477E-08, 4.956481336E-10
 9.701266289E-01, 2.079154700E-01, 6.926164531E-08, 4.956515753E-10
 9.701266289E-01, 2.143545449E-01, 6.926210006E-08, 4.956550725E-10
 9.701266289E-01, 2.209930420E-01, 6.926256191E-08, 4.956586808E-10
 9.701266289E-01, 2.278371304E-01, 6.926304508E-08, 4.956623445E-10
 9.701266289E-01, 2.348931730E-01, 6.926353535E-08, 4.956661193E-10
 9.701266289E-01, 2.421677411E-01, 6.926403273E-08, 4.956700050E-10
 9.701266289E-01, 2.496675998E-01, 6.926454432E-08, 4.956739463E-10
 9.701266289E-01, 2.573997378E-01, 6.926506302E-08, 4.956779431E-10
 9.701266289E-01, 2.653713226E-01, 6.926559593E-08, 4.956820510E-10
 9.701266289E-01, 2.735897899E-01, 6.926613594E-08, 4.956862698E-10
 9.701266289E-01, 2.820627689E-01, 6.926669727E-08, 4.956905442E-10
 9.701266289E-01, 2.907981873E-01, 6.926726570E-08, 4.956949295E-10
 9.701266289E-01, 2.998040915E-01, 6.926784835E-08, 4.956994260E-10
 9.701266289E-01, 3.090889454E-01, 6.926843810E-08, 4.957039779E-10
 9.701266289E-01, 3.186613321E-01, 6.926903495E-08, 4.957086408E-10
 9.701266289E-01, 3.285301626E-01, 6.926965312E-08, 4.957134148E-10
